 95.0 35.0
 -45.0 -45.0
 50.0 -92.0
 60.0 -49.0
 -28.0 65.0
 55.0 -39.0
 47.0 -59.0
 -82.0 30.0
 -87.0 40.0
 -48.0 -72.0
 56.0 98.0
 1.0 -91.0
 49.0 19.0
 51.0 57.0
 12.0 14.0
 -99.0 -41.0
 -26.0 -19.0
 55.0 40.0
 -76.0 -71.0
 29.0 30.0
 20.0 62.0
 25.0 -11.0
 -37.0 -64.0
 -36.0 74.0
 50.0 -19.0
 -62.0 8.0
 23.0 -66.0
 54.0 31.0
 41.0 -46.0
 -3.0 -88.0
 57.0 -73.0
 -45.0 -89.0
 34.0 64.0
 -92.0 -45.0
 -21.0 30.0
 -38.0 95.0
 93.0 -12.0
 -75.0 53.0
 43.0 20.0
 7.0 62.0
 51.0 37.0
 40.0 18.0
 -19.0 -99.0
 72.0 86.0
 -82.0 -8.0
 -98.0 -29.0
 50.0 91.0
 -71.0 2.0
 28.0 7.0
 -78.0 -46.0
 56.0 -8.0
 -76.0 63.0
 92.0 48.0
 12.0 -34.0
 -54.0 -48.0
 49.0 -84.0
 26.0 -45.0
 -79.0 -9.0
 49.0 -47.0
 23.0 1.0
 -27.0 -37.0
 -11.0 -23.0
 49.0 -90.0
 -80.0 66.0
 90.0 21.0
 22.0 -92.0
 73.0 -24.0
 -93.0 -42.0
 -75.0 84.0
 -47.0 -93.0
 -91.0 -96.0
 -13.0 3.0
 14.0 -28.0
 -10.0 21.0
 -33.0 -74.0
 28.0 94.0
 -60.0 19.0
 -65.0 -21.0
 77.0 -5.0
 45.0 34.0
 -80.0 54.0
 -50.0 23.0
 -64.0 63.0
 -55.0 -11.0
 42.0 -84.0
 -58.0 81.0
 -86.0 0.0
 -72.0 -34.0
 -1.0 76.0
 66.0 -46.0
 -46.0 42.0
 -52.0 -31.0
 -97.0 21.0
 88.0 -19.0
 -39.0 94.0
 -77.0 -75.0
 76.0 -22.0
 -28.0 84.0
 -54.0 36.0
 -95.0 -41.0
 93.0 -14.0
 -13.0 21.0
 -39.0 -9.0
 -47.0 -14.0
 -30.0 71.0
 -7.0 13.0
 -32.0 15.0
 19.0 48.0
 -74.0 79.0
 -43.0 -34.0
 -60.0 29.0
 -93.0 -97.0
 68.0 -4.0
 31.0 55.0
 86.0 -82.0
 -69.0 92.0
 62.0 27.0
 76.0 -39.0
 -89.0 80.0
 -60.0 -27.0
 -51.0 -82.0
 5.0 25.0
 -88.0 -25.0
 78.0 -12.0
 35.0 32.0
 -6.0 -63.0
 32.0 -30.0
 41.0 -22.0
 -69.0 97.0
 56.0 88.0
 60.0 45.0
 34.0 -22.0
 45.0 -72.0
 -56.0 39.0
 10.0 -79.0
 46.0 64.0
 -65.0 88.0
 93.0 -89.0
 -87.0 -60.0
 6.0 -97.0
 79.0 2.0
 -6.0 -14.0
 59.0 -42.0
 -79.0 -45.0
 43.0 -81.0
 -30.0 63.0
 92.0 17.0
 97.0 -14.0
 32.0 53.0
 32.0 -15.0
 14.0 -15.0
 -35.0 60.0
 -77.0 77.0
 -27.0 85.0
 64.0 29.0
 88.0 -11.0
 50.0 -23.0
 -9.0 38.0
 -93.0 -13.0
 1.0 -91.0
 -58.0 -5.0
 56.0 -96.0
 -78.0 80.0
 -74.0 -18.0
 2.0 59.0
 -20.0 -68.0
 -89.0 -53.0
 10.0 91.0
 19.0 52.0
 39.0 -93.0
 93.0 5.0
 52.0 68.0
 35.0 -34.0
 -62.0 39.0
 12.0 -25.0
 -35.0 99.0
 3.0 -59.0
 57.0 -42.0
 8.0 60.0
 -55.0 28.0
 9.0 50.0
 93.0 -31.0
 -59.0 -74.0
 73.0 24.0
 -23.0 34.0
 6.0 -99.0
 -51.0 88.0
 95.0 -65.0
 -54.0 35.0
 99.0 -74.0
 -59.0 46.0
 97.0 -92.0
 -25.0 65.0
 38.0 25.0
 -94.0 58.0
 83.0 -85.0
 7.0 45.0
 -14.0 1.0
 -99.0 34.0
 -72.0 -55.0
 95.0 -76.0
 -34.0 40.0
 -9.0 3.0
 -24.0 -72.0
 -91.0 -9.0
 -3.0 -58.0
 66.0 88.0
 -39.0 -33.0
 -16.0 -27.0
 -42.0 -80.0
 -72.0 72.0
 -42.0 90.0
 66.0 -21.0
 -58.0 -9.0
 -78.0 65.0
 6.0 93.0
 5.0 32.0
 35.0 -3.0
 -43.0 49.0
 -99.0 23.0
 -59.0 -25.0
 72.0 38.0
 -95.0 45.0
 92.0 72.0
 -64.0 -72.0
 -47.0 54.0
 96.0 70.0
 -46.0 36.0
 36.0 -90.0
 -5.0 23.0
 2.0 -2.0
 -76.0 72.0
 -9.0 75.0
 -24.0 85.0
 -48.0 92.0
 -19.0 34.0
 3.0 -74.0
 64.0 -39.0
 -45.0 72.0
 68.0 39.0
 -79.0 48.0
 -80.0 96.0
 82.0 37.0
 -41.0 5.0
 -17.0 -69.0
 -25.0 -55.0
 1.0 -94.0
 -12.0 -93.0
 54.0 20.0
 -39.0 -77.0
 35.0 96.0
 65.0 0.0
 -43.0 41.0
 -50.0 -12.0
 -29.0 47.0
 -63.0 31.0
 -24.0 58.0
 0.0 91.0
 -79.0 48.0
 -43.0 81.0
 -17.0 29.0
 3.0 -26.0
 -54.0 -29.0
 5.0 -12.0
 51.0 -2.0
 -25.0 -72.0
 -24.0 54.0
 53.0 29.0
 -32.0 -54.0
 -20.0 14.0
 -58.0 -38.0
 -8.0 -23.0
 36.0 51.0
 21.0 -84.0
 -76.0 -98.0
 60.0 48.0
 75.0 52.0
 -37.0 85.0
 -22.0 46.0
 -56.0 10.0
 -1.0 -71.0
 1.0 23.0
 -68.0 39.0
 -63.0 -7.0
 -24.0 33.0
 -100.0 -50.0
 -33.0 -71.0
 56.0 -69.0
 -36.0 78.0
 -77.0 -95.0
 4.0 71.0
 -2.0 -71.0
 17.0 -30.0
 -69.0 -60.0
 -68.0 11.0
 15.0 -20.0
 23.0 -67.0
 62.0 54.0
 54.0 -79.0
 -96.0 89.0
 13.0 49.0
 -69.0 71.0
 69.0 7.0
 -71.0 71.0
 92.0 95.0
 -30.0 36.0
 80.0 16.0
 91.0 -58.0
 -43.0 77.0
 -13.0 -78.0
 44.0 45.0
 38.0 -10.0
 15.0 15.0
 -53.0 46.0
 36.0 -56.0
 -74.0 -33.0
 96.0 66.0
 -93.0 56.0
 -79.0 -90.0
 7.0 -67.0
 22.0 88.0
 21.0 -42.0
 -26.0 63.0
 92.0 -57.0
 -27.0 -68.0
 -86.0 91.0
 -72.0 -93.0
 44.0 32.0
 -47.0 -92.0
 24.0 -60.0
 -69.0 -35.0
 3.0 -61.0
 -72.0 -70.0
 60.0 -11.0
 60.0 90.0
 -63.0 8.0
 17.0 -24.0
 9.0 -78.0
 82.0 40.0
 81.0 -57.0
 44.0 -51.0
 68.0 -24.0
 44.0 -46.0
 61.0 34.0
 99.0 -13.0
 14.0 61.0
 -12.0 63.0
 -10.0 61.0
 -13.0 47.0
 -41.0 -67.0
 82.0 32.0
 88.0 91.0
 -74.0 75.0
 90.0 17.0
 -6.0 -100.0
 -54.0 64.0
 -48.0 64.0
 -11.0 31.0
 -31.0 62.0
 -23.0 63.0
 99.0 -90.0
 82.0 -92.0
 -69.0 -34.0
 71.0 -9.0
 -27.0 -37.0
 -77.0 -8.0
 -63.0 27.0
 -11.0 -59.0
 84.0 -27.0
 -66.0 -46.0
 45.0 89.0
 21.0 23.0
 66.0 20.0
 61.0 -93.0
 -27.0 39.0
 -27.0 -31.0
 55.0 -84.0
 -14.0 27.0
 -100.0 -69.0
 69.0 88.0
 36.0 -73.0
 22.0 26.0
 94.0 -53.0
 69.0 -58.0
 -3.0 -10.0
 -5.0 7.0
 -17.0 74.0
 -22.0 -78.0
 -80.0 -9.0
 8.0 -99.0
 68.0 5.0
 -33.0 57.0
 -38.0 47.0
